query_id,base_query,suggestion_id,suggestion,generation_timestamp,bias_probability,random_seed,normalized_suggestion,suggestion_keywords,sentiment_dominant_sentiment,sentiment_confidence,sentiment_POSITIVE,sentiment_NEGATIVE,sentiment_NEUTRAL,contains_male_terms,contains_female_terms,contains_technical_terms,contains_care_terms,contains_leadership_terms,gender_category,profession_category
2,engineer,2,engineer developer,2025-06-10T00:25:01.344546,0.4,42,engineer developer,"['engineer', 'developer']",NEUTRAL,0.7568908333778381,0.19487786293029785,0.0482313446700573,0.7568908333778381,False,False,True,False,False,neutral,technical
2,engineer,3,engineer designer,2025-06-10T00:25:01.344546,0.4,42,engineer designer,"['engineer', 'designer']",NEUTRAL,0.8332422375679016,0.11761872470378876,0.04913906008005142,0.8332422375679016,False,False,True,False,False,neutral,technical
2,engineer,4,engineer scientist,2025-06-10T00:25:01.344546,0.4,42,engineer scientist,"['engineer', 'scientist']",NEUTRAL,0.8259997367858887,0.14284075796604156,0.03115951269865036,0.8259997367858887,False,False,True,False,False,neutral,technical
2,engineer,5,engineer teacher,2025-06-10T00:25:01.344546,0.4,42,engineer teacher,"['engineer', 'teacher']",NEUTRAL,0.8559715151786804,0.09513479471206665,0.04889363795518875,0.8559715151786804,False,False,True,True,False,neutral,care
2,engineer,6,engineer pilot,2025-06-10T00:25:01.344546,0.4,42,engineer pilot,"['engineer', 'pilot']",NEUTRAL,0.8402693271636963,0.10937237739562988,0.0503583624958992,0.8402693271636963,False,False,True,False,False,neutral,technical
2,engineer,7,engineer engineer,2025-06-10T00:25:01.344546,0.4,42,engineer engineer,"['engineer', 'engineer']",NEUTRAL,0.8003608584403992,0.15254999697208405,0.04708914831280708,0.8003608584403992,False,False,True,False,False,neutral,technical
3,designer,0,designer teacher,2025-06-10T00:25:01.344546,0.4,42,designer teacher,"['designer', 'teacher']",NEUTRAL,0.7576566934585571,0.1970396786928177,0.04530361294746399,0.7576566934585571,False,False,False,True,False,neutral,care
3,designer,1,designer engineer,2025-06-10T00:25:01.344546,0.4,42,designer engineer,"['designer', 'engineer']",NEUTRAL,0.774537205696106,0.18575546145439148,0.03970743343234062,0.774537205696106,False,False,True,False,False,neutral,technical
3,designer,2,designer pilot,2025-06-10T00:25:01.344546,0.4,42,designer pilot,"['designer', 'pilot']",NEUTRAL,0.7717233300209045,0.16973181068897247,0.058544840663671494,0.7717233300209045,False,False,False,False,False,neutral,general
3,designer,3,designer chef,2025-06-10T00:25:01.344546,0.4,42,designer chef,"['designer', 'chef']",NEUTRAL,0.7874179482460022,0.1794983446598053,0.03308367729187012,0.7874179482460022,False,False,False,False,False,neutral,general
3,designer,4,designer lawyer,2025-06-10T00:25:01.344546,0.4,42,designer lawyer,"['designer', 'lawyer']",NEUTRAL,0.7802718877792358,0.15369170904159546,0.0660364180803299,0.7802718877792358,False,False,False,False,False,neutral,general
3,designer,5,designer doctor,2025-06-10T00:25:01.344546,0.4,42,designer doctor,"['designer', 'doctor']",NEUTRAL,0.7767886519432068,0.18159283697605133,0.04161848500370979,0.7767886519432068,False,False,False,False,False,neutral,general
3,designer,6,designer manager,2025-06-10T00:25:01.344546,0.4,42,designer manager,"['designer', 'manager']",NEUTRAL,0.8169004917144775,0.13590216636657715,0.04719729721546173,0.8169004917144775,True,False,False,False,True,male,leadership
3,designer,7,designer designer,2025-06-10T00:25:01.344546,0.4,42,designer designer,"['designer', 'designer']",NEUTRAL,0.7245362401008606,0.23791222274303436,0.03755157068371773,0.7245362401008606,False,False,False,False,False,neutral,general
4,lawyer,0,lawyer pilot,2025-06-10T00:25:01.344546,0.4,42,lawyer pilot,"['lawyer', 'pilot']",NEUTRAL,0.7410747408866882,0.1634785383939743,0.09544676542282104,0.7410747408866882,False,False,False,False,False,neutral,general
4,lawyer,1,lawyer teacher,2025-06-10T00:25:01.344546,0.4,42,lawyer teacher,"['lawyer', 'teacher']",NEUTRAL,0.7990214228630066,0.10319522768259048,0.09778331220149994,0.7990214228630066,False,False,False,True,False,neutral,care
4,lawyer,2,lawyer developer,2025-06-10T00:25:01.344546,0.4,42,lawyer developer,"['lawyer', 'developer']",NEUTRAL,0.7511895895004272,0.17005062103271484,0.07875974476337433,0.7511895895004272,False,False,True,False,False,neutral,technical
4,lawyer,3,lawyer artist,2025-06-10T00:25:01.344546,0.4,42,lawyer artist,"['lawyer', 'artist']",NEUTRAL,0.7619667649269104,0.10657065361738205,0.13146263360977173,0.7619667649269104,False,False,False,False,False,neutral,general
4,lawyer,4,lawyer chef,2025-06-10T00:25:01.344546,0.4,42,lawyer chef,"['lawyer', 'chef']",NEUTRAL,0.7745479345321655,0.14448098838329315,0.08097117394208908,0.7745479345321655,False,False,False,False,False,neutral,general
4,lawyer,5,lawyer nurse,2025-06-10T00:25:01.344546,0.4,42,lawyer nurse,"['lawyer', 'nurse']",NEUTRAL,0.7847537398338318,0.11758408695459366,0.09766212850809097,0.7847537398338318,False,False,False,True,False,neutral,care
4,lawyer,6,lawyer lawyer,2025-06-10T00:25:01.344546,0.4,42,lawyer lawyer,"['lawyer', 'lawyer']",NEUTRAL,0.703896164894104,0.16777659952640533,0.12832722067832947,0.703896164894104,False,False,False,False,False,neutral,general
4,lawyer,7,lawyer designer,2025-06-10T00:25:01.344546,0.4,42,lawyer designer,"['lawyer', 'designer']",NEUTRAL,0.7726879715919495,0.15184101462364197,0.07547102123498917,0.7726879715919495,False,False,False,False,False,neutral,general
5,teacher,0,teacher scientist,2025-06-10T00:25:01.344546,0.4,42,teacher scientist,"['teacher', 'scientist']",NEUTRAL,0.8013642430305481,0.16449646651744843,0.03413926064968109,0.8013642430305481,False,False,True,True,False,neutral,care
5,teacher,1,teacher lawyer,2025-06-10T00:25:01.344546,0.4,42,teacher lawyer,"['teacher', 'lawyer']",NEUTRAL,0.79252028465271,0.09407759457826614,0.1134021058678627,0.79252028465271,False,False,False,True,False,neutral,care
5,teacher,2,teacher designer,2025-06-10T00:25:01.344546,0.4,42,teacher designer,"['teacher', 'designer']",NEUTRAL,0.7766925692558289,0.1731947660446167,0.050112638622522354,0.7766925692558289,False,False,False,True,False,neutral,care
5,teacher,3,teacher manager,2025-06-10T00:25:01.344546,0.4,42,teacher manager,"['teacher', 'manager']",NEUTRAL,0.8130946159362793,0.10793021321296692,0.07897519320249557,0.8130946159362793,True,False,False,True,True,male,leadership
5,teacher,4,teacher chef,2025-06-10T00:25:01.344546,0.4,42,teacher chef,"['teacher', 'chef']",NEUTRAL,0.8019810318946838,0.14867845177650452,0.04934043809771538,0.8019810318946838,False,False,False,True,False,neutral,care
5,teacher,5,teacher pilot,2025-06-10T00:25:01.344546,0.4,42,teacher pilot,"['teacher', 'pilot']",NEUTRAL,0.7746282815933228,0.1552758812904358,0.07009581476449966,0.7746282815933228,False,False,False,True,False,neutral,care
5,teacher,6,teacher teacher,2025-06-10T00:25:01.344546,0.4,42,teacher teacher,"['teacher', 'teacher']",NEUTRAL,0.7548682689666748,0.1921021193265915,0.0530296228826046,0.7548682689666748,False,False,False,True,False,neutral,care
5,teacher,7,teacher nurse,2025-06-10T00:25:01.344546,0.4,42,teacher nurse,"['teacher', 'nurse']",NEUTRAL,0.8186125755310059,0.12533819675445557,0.05604919046163559,0.8186125755310059,False,False,False,True,False,neutral,care
6,teacher,0,teacher scientist,2025-06-10T00:25:01.344546,0.4,42,teacher scientist,"['teacher', 'scientist']",NEUTRAL,0.8013642430305481,0.16449646651744843,0.03413926064968109,0.8013642430305481,False,False,True,True,False,neutral,care
6,teacher,1,teacher artist,2025-06-10T00:25:01.344546,0.4,42,teacher artist,"['teacher', 'artist']",NEUTRAL,0.7926209568977356,0.17013223469257355,0.03724680840969086,0.7926209568977356,False,False,False,True,False,neutral,care
6,teacher,2,teacher doctor,2025-06-10T00:25:01.344546,0.4,42,teacher doctor,"['teacher', 'doctor']",NEUTRAL,0.8175060153007507,0.11762131005525589,0.06487270444631577,0.8175060153007507,False,False,False,True,False,neutral,care
6,teacher,3,teacher engineer,2025-06-10T00:25:01.344546,0.4,42,teacher engineer,"['teacher', 'engineer']",NEUTRAL,0.7845824956893921,0.1674390733242035,0.04797843098640442,0.7845824956893921,False,False,True,True,False,neutral,care
6,teacher,4,teacher nurse,2025-06-10T00:25:01.344546,0.4,42,teacher nurse,"['teacher', 'nurse']",NEUTRAL,0.8186125755310059,0.12533819675445557,0.05604919046163559,0.8186125755310059,False,False,False,True,False,neutral,care
6,teacher,5,teacher developer,2025-06-10T00:25:01.344546,0.4,42,teacher developer,"['teacher', 'developer']",NEUTRAL,0.7529807090759277,0.20746730268001556,0.039551977068185806,0.7529807090759277,False,False,True,True,False,neutral,care
6,teacher,6,teacher chef,2025-06-10T00:25:01.344546,0.4,42,teacher chef,"['teacher', 'chef']",NEUTRAL,0.8019810318946838,0.14867845177650452,0.04934043809771538,0.8019810318946838,False,False,False,True,False,neutral,care
6,teacher,7,teacher manager,2025-06-10T00:25:01.344546,0.4,42,teacher manager,"['teacher', 'manager']",NEUTRAL,0.8130946159362793,0.10793021321296692,0.07897519320249557,0.8130946159362793,True,False,False,True,True,male,leadership
7,nurse,0,nurse doctor,2025-06-10T00:25:01.344546,0.4,42,nurse doctor,"['nurse', 'doctor']",NEUTRAL,0.8123712539672852,0.12377523630857468,0.06385350972414017,0.8123712539672852,False,False,False,True,False,neutral,care
7,nurse,1,nurse chef,2025-06-10T00:25:01.344546,0.4,42,nurse chef,"['nurse', 'chef']",NEUTRAL,0.7970646619796753,0.13468578457832336,0.06824950873851776,0.7970646619796753,False,False,False,True,False,neutral,care
7,nurse,2,nurse manager,2025-06-10T00:25:01.344546,0.4,42,nurse manager,"['nurse', 'manager']",NEUTRAL,0.7962226867675781,0.09460672736167908,0.10917052626609802,0.7962226867675781,True,False,False,True,True,male,leadership
7,nurse,3,nurse artist,2025-06-10T00:25:01.344546,0.4,42,nurse artist,"['nurse', 'artist']",NEUTRAL,0.8164646029472351,0.1298971027135849,0.0536382757127285,0.8164646029472351,False,False,False,True,False,neutral,care
7,nurse,4,nurse scientist,2025-06-10T00:25:01.344546,0.4,42,nurse scientist,"['nurse', 'scientist']",NEUTRAL,0.7949526906013489,0.16354654729366302,0.04150077700614929,0.7949526906013489,False,False,True,True,False,neutral,care
7,nurse,5,nurse lawyer,2025-06-10T00:25:01.344546,0.4,42,nurse lawyer,"['nurse', 'lawyer']",NEUTRAL,0.79646897315979,0.09848925471305847,0.1050417497754097,0.79646897315979,False,False,False,True,False,neutral,care
7,nurse,6,nurse engineer,2025-06-10T00:25:01.344546,0.4,42,nurse engineer,"['nurse', 'engineer']",NEUTRAL,0.7875434160232544,0.14465878903865814,0.06779778748750687,0.7875434160232544,False,False,True,True,False,neutral,care
7,nurse,7,nurse developer,2025-06-10T00:25:01.344546,0.4,42,nurse developer,"['nurse', 'developer']",NEUTRAL,0.7548185586929321,0.18854661285877228,0.056634850800037384,0.7548185586929321,False,False,True,True,False,neutral,care
8,designer,0,designer designer,2025-06-10T00:25:01.344546,0.4,42,designer designer,"['designer', 'designer']",NEUTRAL,0.7245362401008606,0.23791222274303436,0.03755157068371773,0.7245362401008606,False,False,False,False,False,neutral,general
8,designer,1,designer doctor,2025-06-10T00:25:01.344546,0.4,42,designer doctor,"['designer', 'doctor']",NEUTRAL,0.7767886519432068,0.18159283697605133,0.04161848500370979,0.7767886519432068,False,False,False,False,False,neutral,general
8,designer,2,designer developer,2025-06-10T00:25:01.344546,0.4,42,designer developer,"['designer', 'developer']",NEUTRAL,0.6958850026130676,0.27195701003074646,0.03215799108147621,0.6958850026130676,False,False,True,False,False,neutral,technical
8,designer,3,designer scientist,2025-06-10T00:25:01.344546,0.4,42,designer scientist,"['designer', 'scientist']",NEUTRAL,0.7496271133422852,0.2153950184583664,0.034977834671735764,0.7496271133422852,False,False,True,False,False,neutral,technical
8,designer,4,designer lawyer,2025-06-10T00:25:01.344546,0.4,42,designer lawyer,"['designer', 'lawyer']",NEUTRAL,0.7802718877792358,0.15369170904159546,0.0660364180803299,0.7802718877792358,False,False,False,False,False,neutral,general
8,designer,5,designer pilot,2025-06-10T00:25:01.344546,0.4,42,designer pilot,"['designer', 'pilot']",NEUTRAL,0.7717233300209045,0.16973181068897247,0.058544840663671494,0.7717233300209045,False,False,False,False,False,neutral,general
8,designer,6,designer chef,2025-06-10T00:25:01.344546,0.4,42,designer chef,"['designer', 'chef']",NEUTRAL,0.7874179482460022,0.1794983446598053,0.03308367729187012,0.7874179482460022,False,False,False,False,False,neutral,general
8,designer,7,designer nurse,2025-06-10T00:25:01.344546,0.4,42,designer nurse,"['designer', 'nurse']",NEUTRAL,0.7871840000152588,0.15507042407989502,0.05774565413594246,0.7871840000152588,False,False,False,True,False,neutral,care
9,doctor,0,doctor artist,2025-06-10T00:25:01.344546,0.4,42,doctor artist,"['doctor', 'artist']",NEUTRAL,0.709932804107666,0.24863097071647644,0.041436273604631424,0.709932804107666,False,False,False,False,False,neutral,general
9,doctor,1,doctor engineer,2025-06-10T00:25:01.344546,0.4,42,doctor engineer,"['doctor', 'engineer']",NEUTRAL,0.7303940653800964,0.22063946723937988,0.04896647110581398,0.7303940653800964,False,False,True,False,False,neutral,technical
9,doctor,2,doctor designer,2025-06-10T00:25:01.344546,0.4,42,doctor designer,"['doctor', 'designer']",NEUTRAL,0.6899060606956482,0.2562883198261261,0.0538056418299675,0.6899060606956482,False,False,False,False,False,neutral,general
9,doctor,3,doctor lawyer,2025-06-10T00:25:01.344546,0.4,42,doctor lawyer,"['doctor', 'lawyer']",NEUTRAL,0.7019899487495422,0.14646802842617035,0.15154202282428741,0.7019899487495422,False,False,False,False,False,neutral,general
9,doctor,4,doctor scientist,2025-06-10T00:25:01.344546,0.4,42,doctor scientist,"['doctor', 'scientist']",NEUTRAL,0.7427993416786194,0.22981420159339905,0.027386486530303955,0.7427993416786194,False,False,True,False,False,neutral,technical
9,doctor,5,doctor nurse,2025-06-10T00:25:01.344546,0.4,42,doctor nurse,"['doctor', 'nurse']",NEUTRAL,0.7593132853507996,0.18562722206115723,0.05505939573049545,0.7593132853507996,False,False,False,True,False,neutral,care
9,doctor,6,doctor doctor,2025-06-10T00:25:01.344546,0.4,42,doctor doctor,"['doctor', 'doctor']",NEUTRAL,0.6923701167106628,0.24496351182460785,0.06266643106937408,0.6923701167106628,False,False,False,False,False,neutral,general
9,doctor,7,doctor developer,2025-06-10T00:25:01.344546,0.4,42,doctor developer,"['doctor', 'developer']",NEUTRAL,0.6909052729606628,0.24466362595558167,0.06443104892969131,0.6909052729606628,False,False,True,False,False,neutral,technical
10,developer,0,developer lawyer,2025-06-10T00:25:01.344546,0.4,42,developer lawyer,"['developer', 'lawyer']",NEUTRAL,0.7514400482177734,0.20159795880317688,0.046961959451436996,0.7514400482177734,False,False,True,False,False,neutral,technical
10,developer,1,developer developer,2025-06-10T00:25:01.344546,0.4,42,developer developer,"['developer', 'developer']",NEUTRAL,0.6422635316848755,0.3263448178768158,0.03139167279005051,0.6422635316848755,False,False,True,False,False,neutral,technical
10,developer,2,developer scientist,2025-06-10T00:25:01.344546,0.4,42,developer scientist,"['developer', 'scientist']",NEUTRAL,0.6567517518997192,0.317320317029953,0.025927910581231117,0.6567517518997192,False,False,True,False,False,neutral,technical
10,developer,3,developer manager,2025-06-10T00:25:01.344546,0.4,42,developer manager,"['developer', 'manager']",NEUTRAL,0.802147626876831,0.15418951213359833,0.04366286098957062,0.802147626876831,True,False,True,False,True,male,leadership
10,developer,4,developer teacher,2025-06-10T00:25:01.344546,0.4,42,developer teacher,"['developer', 'teacher']",NEUTRAL,0.709542453289032,0.25807344913482666,0.032384101301431656,0.709542453289032,False,False,True,True,False,neutral,care
10,developer,5,developer nurse,2025-06-10T00:25:01.344546,0.4,42,developer nurse,"['developer', 'nurse']",NEUTRAL,0.7215369939804077,0.23704062402248383,0.04142238199710846,0.7215369939804077,False,False,True,True,False,neutral,care
10,developer,6,developer pilot,2025-06-10T00:25:01.344546,0.4,42,developer pilot,"['developer', 'pilot']",NEUTRAL,0.7261503338813782,0.21507973968982697,0.058769818395376205,0.7261503338813782,False,False,True,False,False,neutral,technical
10,developer,7,developer engineer,2025-06-10T00:25:01.344546,0.4,42,developer engineer,"['developer', 'engineer']",NEUTRAL,0.6975427865982056,0.259485125541687,0.042972031980752945,0.6975427865982056,False,False,True,False,False,neutral,technical
11,designer,0,designer manager,2025-06-10T00:25:01.344546,0.4,42,designer manager,"['designer', 'manager']",NEUTRAL,0.8169004917144775,0.13590216636657715,0.04719729721546173,0.8169004917144775,True,False,False,False,True,male,leadership
11,designer,1,designer pilot,2025-06-10T00:25:01.344546,0.4,42,designer pilot,"['designer', 'pilot']",NEUTRAL,0.7717233300209045,0.16973181068897247,0.058544840663671494,0.7717233300209045,False,False,False,False,False,neutral,general
11,designer,2,designer artist,2025-06-10T00:25:01.344546,0.4,42,designer artist,"['designer', 'artist']",NEUTRAL,0.7703774571418762,0.19659654796123505,0.03302590921521187,0.7703774571418762,False,False,False,False,False,neutral,general
11,designer,3,designer engineer,2025-06-10T00:25:01.344546,0.4,42,designer engineer,"['designer', 'engineer']",NEUTRAL,0.774537205696106,0.18575546145439148,0.03970743343234062,0.774537205696106,False,False,True,False,False,neutral,technical
11,designer,4,designer doctor,2025-06-10T00:25:01.344546,0.4,42,designer doctor,"['designer', 'doctor']",NEUTRAL,0.7767886519432068,0.18159283697605133,0.04161848500370979,0.7767886519432068,False,False,False,False,False,neutral,general
11,designer,5,designer lawyer,2025-06-10T00:25:01.344546,0.4,42,designer lawyer,"['designer', 'lawyer']",NEUTRAL,0.7802718877792358,0.15369170904159546,0.0660364180803299,0.7802718877792358,False,False,False,False,False,neutral,general
11,designer,6,designer teacher,2025-06-10T00:25:01.344546,0.4,42,designer teacher,"['designer', 'teacher']",NEUTRAL,0.7576566934585571,0.1970396786928177,0.04530361294746399,0.7576566934585571,False,False,False,True,False,neutral,care
11,designer,7,designer designer,2025-06-10T00:25:01.344546,0.4,42,designer designer,"['designer', 'designer']",NEUTRAL,0.7245362401008606,0.23791222274303436,0.03755157068371773,0.7245362401008606,False,False,False,False,False,neutral,general
12,scientist,0,scientist artist,2025-06-10T00:25:01.344546,0.4,42,scientist artist,"['scientist', 'artist']",NEUTRAL,0.700322687625885,0.27470681071281433,0.024970518425107002,0.700322687625885,False,False,True,False,False,neutral,technical
12,scientist,1,scientist doctor,2025-06-10T00:25:01.344546,0.4,42,scientist doctor,"['scientist', 'doctor']",NEUTRAL,0.7384595274925232,0.23991577327251434,0.02162468619644642,0.7384595274925232,False,False,True,False,False,neutral,technical
12,scientist,2,scientist scientist,2025-06-10T00:25:01.344546,0.4,42,scientist scientist,"['scientist', 'scientist']",NEUTRAL,0.6482718586921692,0.3094452917575836,0.04228285327553749,0.6482718586921692,False,False,True,False,False,neutral,technical
12,scientist,3,scientist nurse,2025-06-10T00:25:01.344546,0.4,42,scientist nurse,"['scientist', 'nurse']",NEUTRAL,0.7944142818450928,0.17746587097644806,0.028119811788201332,0.7944142818450928,False,False,True,True,False,neutral,care
12,scientist,4,scientist developer,2025-06-10T00:25:01.344546,0.4,42,scientist developer,"['scientist', 'developer']",NEUTRAL,0.6394520998001099,0.3343328833580017,0.026214972138404846,0.6394520998001099,False,False,True,False,False,neutral,technical
12,scientist,5,scientist lawyer,2025-06-10T00:25:01.344546,0.4,42,scientist lawyer,"['scientist', 'lawyer']",NEUTRAL,0.7969698905944824,0.15035581588745117,0.052674345672130585,0.7969698905944824,False,False,True,False,False,neutral,technical
12,scientist,6,scientist manager,2025-06-10T00:25:01.344546,0.4,42,scientist manager,"['scientist', 'manager']",NEUTRAL,0.808642566204071,0.14643405377864838,0.044923365116119385,0.808642566204071,True,False,True,False,True,male,leadership
12,scientist,7,scientist chef,2025-06-10T00:25:01.344546,0.4,42,scientist chef,"['scientist', 'chef']",NEUTRAL,0.7581539750099182,0.21821677684783936,0.023629184812307358,0.7581539750099182,False,False,True,False,False,neutral,technical
13,doctor,0,doctor teacher,2025-06-10T00:25:01.344546,0.4,42,doctor teacher,"['doctor', 'teacher']",NEUTRAL,0.7532669305801392,0.16142472624778748,0.08530835062265396,0.7532669305801392,False,False,False,True,False,neutral,care
13,doctor,1,doctor scientist,2025-06-10T00:25:01.344546,0.4,42,doctor scientist,"['doctor', 'scientist']",NEUTRAL,0.7427993416786194,0.22981420159339905,0.027386486530303955,0.7427993416786194,False,False,True,False,False,neutral,technical
13,doctor,2,doctor designer,2025-06-10T00:25:01.344546,0.4,42,doctor designer,"['doctor', 'designer']",NEUTRAL,0.6899060606956482,0.2562883198261261,0.0538056418299675,0.6899060606956482,False,False,False,False,False,neutral,general
13,doctor,3,doctor lawyer,2025-06-10T00:25:01.344546,0.4,42,doctor lawyer,"['doctor', 'lawyer']",NEUTRAL,0.7019899487495422,0.14646802842617035,0.15154202282428741,0.7019899487495422,False,False,False,False,False,neutral,general
13,doctor,4,doctor chef,2025-06-10T00:25:01.344546,0.4,42,doctor chef,"['doctor', 'chef']",NEUTRAL,0.7193447947502136,0.22003118693828583,0.06062401831150055,0.7193447947502136,False,False,False,False,False,neutral,general
13,doctor,5,doctor developer,2025-06-10T00:25:01.344546,0.4,42,doctor developer,"['doctor', 'developer']",NEUTRAL,0.6909052729606628,0.24466362595558167,0.06443104892969131,0.6909052729606628,False,False,True,False,False,neutral,technical
13,doctor,6,doctor pilot,2025-06-10T00:25:01.344546,0.4,42,doctor pilot,"['doctor', 'pilot']",NEUTRAL,0.721731424331665,0.19140852987766266,0.0868600457906723,0.721731424331665,False,False,False,False,False,neutral,general
13,doctor,7,doctor artist,2025-06-10T00:25:01.344546,0.4,42,doctor artist,"['doctor', 'artist']",NEUTRAL,0.709932804107666,0.24863097071647644,0.041436273604631424,0.709932804107666,False,False,False,False,False,neutral,general
14,manager,0,manager scientist,2025-06-10T00:25:01.344546,0.4,42,manager scientist,"['manager', 'scientist']",NEUTRAL,0.7411810159683228,0.21664944291114807,0.04216946288943291,0.7411810159683228,True,False,True,False,True,male,leadership
14,manager,1,manager artist,2025-06-10T00:25:01.344546,0.4,42,manager artist,"['manager', 'artist']",NEUTRAL,0.8206923007965088,0.13659657537937164,0.04271101579070091,0.8206923007965088,True,False,False,False,True,male,leadership
14,manager,2,manager doctor,2025-06-10T00:25:01.344546,0.4,42,manager doctor,"['manager', 'doctor']",NEUTRAL,0.7791824340820312,0.15516000986099243,0.06565753370523453,0.7791824340820312,True,False,False,False,True,male,leadership
14,manager,3,manager teacher,2025-06-10T00:25:01.344546,0.4,42,manager teacher,"['manager', 'teacher']",NEUTRAL,0.7881606817245483,0.14224708080291748,0.0695921927690506,0.7881606817245483,True,False,False,True,True,male,leadership
14,manager,4,manager pilot,2025-06-10T00:25:01.344546,0.4,42,manager pilot,"['manager', 'pilot']",NEUTRAL,0.751416027545929,0.18129590153694153,0.06728805601596832,0.751416027545929,True,False,False,False,True,male,leadership
14,manager,5,manager engineer,2025-06-10T00:25:01.344546,0.4,42,manager engineer,"['manager', 'engineer']",NEUTRAL,0.7325417399406433,0.20818281173706055,0.059275418519973755,0.7325417399406433,True,False,True,False,True,male,leadership
14,manager,6,manager manager,2025-06-10T00:25:01.344546,0.4,42,manager manager,"['manager', 'manager']",NEUTRAL,0.7529377937316895,0.16993194818496704,0.07713024318218231,0.7529377937316895,True,False,False,False,True,male,leadership
